사업장명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,위반내용,전화번호,대표자명,환경오염위반유형구분명,데이터기준일자,제공기관코드,제공기관명
킹콩샤워 노원점,서울특별시,노원구,서울특별시 노원구 한글비석로47길53,,37.66160434,127.0670187,배출허용기준 초과(TOC),070-4148-1000,양은정,수질,2026-06-02,3100000,서울특별시 노원구
남광토건㈜,서울특별시,노원구,서울특별시 노원구 광운로121,서울특별시 노원구 월계동 산108-13외 1,37.62805148,127.0588242,"배출허용기준 초과(pH, SS)",02-997-8118,,수질,2026-06-02,3100000,서울특별시 노원구
거인병원,부산광역시,동래구,부산광역시 동래구 여고로 12,부산광역시 동래구 사직동 102-14,35.19940178,129.0766595,폐수 변경신고 미이행,051-996-7000,이승준 외 1명,수질,2026-04-29,3300000,부산광역시 동래구
사직24시셀프세차타운,부산광역시,동래구,부산광역시 동래구 여고로 129,부산광역시 동래구 사직동 159-8,35.19940178,129.0766595,폐수 운영일지 미작성,051-000-0000,손민기,수질,2026-04-29,3300000,부산광역시 동래구
새봄병원,부산광역시,동래구,부산광역시 동래구 충렬대로 152,부산광역시 동래구 온천동 1441-13,35.20445671,129.0766067,폐수 변경신고 미이행,051-503-8288,김성배 외 1인,수질,2026-04-29,3300000,부산광역시 동래구
동래구청(국민체육센터),부산광역시,동래구,부산광역시 동래구 미남로 110,부산광역시 동래구 온천동 1448-2,35.20359834,129.0698369,대기 변경신고 미이행,051-550-1074,장준용,대기,2026-04-29,3300000,부산광역시 동래구
강화엘피지,인천광역시,강화군,,인천광역시 강화군 강화읍 남산리 262,37.73746563,126.4887648,변경신고 미이행,000-000-0000,,수질,2026-04-30,3570000,인천광역시 강화군
(주)푸른식품,인천광역시,강화군,,인천광역시 강화군 불은면 고능리 1033-3,37.68763538,126.4943911,운영일지 미작성,032-881-5104,,수질,2026-04-30,3570000,인천광역시 강화군
(주)에스엠씨코리아,인천광역시,강화군,,인천광역시 강화군 불은면 두운리 1050-1,37.67017441,126.4887904,환경기술인 교육 미수료,000-000-0000,,대기,2026-04-30,3570000,인천광역시 강화군
대산기계공업,인천광역시,강화군,,인천광역시 강화군 강화읍 용정리 947,37.74319318,126.5228587,환경기술인 교육 미수료,032-934-6500,,대기,2026-04-30,3570000,인천광역시 강화군
강화해수랜드,인천광역시,강화군,,인천광역시 강화군 길상면 초지리 1251-433,37.62603298,126.5337088,운영일지 미작성,032-937-9721,,대기,2026-04-30,3570000,인천광역시 강화군
류.씨.은,인천광역시,강화군,,인천광역시 강화군 불은면 신현리 186-8,37.65413755,126.5000228,환경기술인 교육 미수료,032-864-0400,,대기,2026-04-30,3570000,인천광역시 강화군
(주)참푸드,인천광역시,강화군,,인천광역시 강화군 선원면 신정리 208-1,37.72747995,126.5057155,배출허용기준 초과,032-565-5760,,수질,2026-04-30,3570000,인천광역시 강화군
농업회사법인(주)콩세알,인천광역시,강화군,,인천광역시 강화군 양사면 교산리 1327,37.78888054,126.3907345,배출허용기준 초과,032-932-5591,,수질,2026-04-30,3570000,인천광역시 강화군
국제콘크리트,인천광역시,강화군,,인천광역시 강화군 길상면 장흥리 353-13,37.6347602,126.5088998,환경기술인 교육 미수료,032-937-7753,,수질,2026-04-30,3570000,인천광역시 강화군
대호산업,경상남도,진주시,경상남도 진주시 정촌면 뿌리산단로50번길 117-10,경상남도 진주시 정촌면 예하리 1411-5,35.11094263,128.1090853,변경신고 미이행,055-755-6234,김현조,수질,2026-05-28,5310000,경상남도 진주시
대신정비,경상남도,진주시,경상남도 진주시 큰들로126번길 10,경상남도 진주시 상평동 169-1,35.17037147,128.116567,자가측정 미이행,055-759-1410,조한길,대기,2026-05-28,5310000,경상남도 진주시
도울테크,경상남도,진주시,경상남도 진주시 상대로120번길 17,경상남도 진주시 상대동 33-9,35.18324104,128.1252519,변경신고 미이행,055-000-0000,손동수,수질,2026-05-28,5310000,경상남도 진주시
케이엔테크,경상남도,진주시,경상남도 진주시 정촌면 연꽃로 128,경상남도 진주시 정촌면 예하리 1401-1,35.11495802,128.1052058,변경신고 미이행,055-762-9331,최원민,수질,2026-05-28,5310000,경상남도 진주시
민성정밀,경상남도,진주시,경상남도 진주시 큰들로 31,경상남도 진주시 상평동 234-10,35.17134611,128.1061675,변경신고 미이행,055-752-2842,박소연,수질,2026-05-28,5310000,경상남도 진주시
신성메탈㈜,경상남도,진주시,경상남도 진주시 정촌면 뿌리산단로 83,경상남도 진주시 정촌면 예하리 1407-11,35.1132244,128.1060844,변경신고 미이행,055-755-1280,변효연,수질,2026-05-28,5310000,경상남도 진주시
신창정밀,경상남도,진주시,경상남도 진주시 정촌면 뿌리산단로 57,경상남도 진주시 정촌면 예하리 1393-8,35.11327238,128.1035149,변경신고 미이행,055-763-4182,전상배,수질,2026-05-28,5310000,경상남도 진주시
한국실크연구원,경상남도,진주시,경상남도 진주시 문산읍 월아산로996번길 5,경상남도 진주시 문산읍 삼곡리 1661-2,35.16043671,128.1650226,변경신고 미이행,055-761-0212,,수질,2026-05-28,5310000,경상남도 진주시
가람산업,경상남도,진주시,경상남도 진주시 돗골로25번길 15,경상남도 진주시 상평동 210-10,35.17012075,128.1112428,변경신고 미이행배출허용기준 초과(pH),055-000-0000,백종훈 외 1,수질,2026-05-28,5310000,경상남도 진주시
동이메탈㈜,경상남도,진주시,경상남도 진주시 남강로 1353,경상남도 진주시 상대동 33-94,35.18162504,128.1290649,운영일지 허위작성,055-759-7225,구창식,대기,2026-05-28,5310000,경상남도 진주시
태산특수분체도장,경상남도,진주시,경상남도 진주시 대신로106번길 16,경상남도 진주시 상평동 301-24,35.16950944,128.119919,배출시설가동시방지시설 미가동,055-762-6376,정호석,대기,2026-05-28,5310000,경상남도 진주시
일광금속제2공장 사봉공장,경상남도,진주시,경상남도 진주시 사봉면 산업단지로 49,경상남도 진주시 사봉면 사곡리 1845-7,35.19007436,128.2764773,폐수 외부 유출,055-744-2155,김말철,수질,2026-05-28,5310000,경상남도 진주시
상무대LPG충전소,전라남도,장성군,,전라남도 장성군 삼서면 두월리 872-5,35.23705776,126.6846065,제60조제2항 및 제3항에 따른 오염물질의 배출을 방지.억제하기 위한 조치를 하지 아니한 경우 또는 그 조치가 부적합한 경우,061-394-1482,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
보철산업개발(주),전라남도,장성군,,전라남도 장성군 장성읍 성산리 750-5,35.3214056,126.803587,법 제23조에 따라 배출시설설치허가(변경허가를 포함한다)를 받지 아니하거나 신고를 하지 아니하고 배출시설을 설치한 경우-해당지역이 배출시설의 설치가 불가능한 지역인 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
백양실업(주),전라남도,장성군,,전라남도 장성군 황룡면 월평리 305-1,35.28550062,126.7727224,법 제33조제2항 또는 제3항에 따른 폐수배출시설 변경신고를 하지 아니한 경우,061-392-7900,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
백양사농협버섯사업소,전라남도,장성군,전라남도 장성군 북이면 만골로 326,,35.41641589,126.7821447,법 제23조제2항 또는 법 제23조제3항을 위반하여 변경신고를 하지 아니한 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
믿음카세차장,전라남도,장성군,전라남도 장성군 장성읍 역전로 135,전라남도 장성군 장성읍 영천리 1668-74,35.304448,126.780842,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
문암골영농조합법인,전라남도,장성군,전라남도 장성군 북일면 신흥로 913-26,전라남도 장성군 북일면 문암리 9-3,35.39631377,126.7590962,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
무등화성(주),전라남도,장성군,,전라남도 장성군 동화면 용정리 83-16,35.29318811,126.7445296,악취방지법 제14조,061-394-4343,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
완도종합식품,전라남도,장성군,,전라남도 장성군 장성읍 안평리 30,35.33239036,126.7844568,수질환경보전법 제15조제2항,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
예술자연농식품,전라남도,장성군,,전라남도 장성군 남면 마령리 553-1,35.24203734,126.7718826,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,061-394-1925,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
영진수지 주식회사,전라남도,장성군,전라남도 장성군 황룡면 황룡로 204-15,전라남도 장성군 황룡면 황룡리 4-22,35.28018385,126.7528885,법 제23조제2항 또는 법 제23조제3항을 위반하여 변경신고를 하지 아니한 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
열린스틸(주),전라남도,장성군,전라남도 장성군 삼서면 영장로 1930-33,전라남도 장성군 삼서면 두월리 837-3,35.23382429,126.6828861,법 제31조제2항에 따른 배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기재하였거나 보존·비치하지 아니한 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
열린스틸(주),전라남도,장성군,전라남도 장성군 삼서면 영장로 1930-33,전라남도 장성군 삼서면 두월리 837-3,35.23382429,126.6828861,법 제40조에 따른 환경기술인 임명 등을 위반한 다음과 같은 경우-환경관리인을 임명하지 아니한 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
엠디티이엔엠(주),전라남도,장성군,,전라남도 장성군 동화면 구림리 740,35.27714095,126.723268,법 제23조제2항 또는 법 제23조제3항을 위반하여 변경신고를 하지 아니한 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
에이테크솔루션(주),전라남도,장성군,전라남도 장성군 삼서면 해삼로 1272,전라남도 장성군 삼서면 대곡리 524,35.241589,126.654887,법 제33조제2항 또는 제3항에 따른 폐수배출시설 변경신고를 하지 아니한 경우,062-959-6034,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
에이스텍,전라남도,장성군,,전라남도 장성군 동화면 용정리 88,35.29192138,126.7441927,악취방지법 제14조,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
양영플랜트,전라남도,장성군,전라남도 장성군 북일면 신흥로 514 ((420)),전라남도 장성군 북일면 박산리 421-2,35.38312411,126.8003397,법 제31조제2항에 따른 배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기재하였거나 보존·비치하지 아니한 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
애니젠(주),전라남도,장성군,,전라남도 장성군 남면 삼태리 산163-1,35.23726836,126.8277232,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,070-4613-9404,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
아이비씨영농조합법인,전라남도,장성군,전라남도 장성군 북이면 돗재로 277,,35.437553,126.784896,법 제38조제1항 각 호의 어느 하나에 해당하는 행위를 한 경우-방지시설에 유입되는 수질오염물질을 최종방류구를 거치지 아니하고 배출하거나 최종방류구를 거치지 아니하고 배출할 수 있,061-394-5508,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
수성자동차공업사,전라남도,장성군,,전라남도 장성군 황룡면 월평리 617-1,35.28037771,126.764588,(대기환경보전법 제8조위반),000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
